enc;p5_1;p5_2;p5_3;p5_4;p5_5;p5_6;p5_7;p5_8;p5_9;p5_10;p5_11;p7_1;p7_2;p7_3;p7_4;p7_5;p7_6;p7_7;p8
8585;6;6;6;6;6;5;5;5;5;5;6;8;8;8;8;8;8;8;6
8586;5;5;5;5;5;6;6;6;6;6;6;7;7;7;7;7;7;7;5
8587;6;6;6;6;6;6;6;6;6;6;6;8;8;8;8;8;8;8;6
8588;9;5;5;5;5;5;5;5;5;5;5;8;8;8;9;9;10;10;5
8589;4;4;4;3;3;3;3;3;3;3;4;8;8;8;7;7;7;7;3
8590;8;8;9;9;9;10;10;9;9;8;8;9;9;8;8;8;8;9;9
8591;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8592;7;7;7;6;6;6;6;6;5;6;6;7;6;6;7;7;6;7;6
8593;8;8;8;8;8;8;8;9;9;9;8;10;10;10;10;7;8;9;8
8594;9;9;9;9;10;10;9;9;9;10;10;9;9;9;9;9;9;10;9
8595;9;9;9;9;9;9;10;9;9;9;9;9;9;9;8;8;8;8;9
8596;10;10;10;10;9;9;9;9;10;10;10;10;10;10;10;10;10;10;10
8597;8;8;9;9;9;8;8;9;9;8;8;8;8;8;8;8;8;8;8
8598;9;9;8;8;8;9;9;10;10;10;10;9;9;9;10;10;10;10;9
8599;8;8;8;9;8;9;9;9;9;9;9;9;9;9;9;8;9;9;8
8600;9;9;8;9;9;9;8;9;9;9;9;9;9;8;8;8;8;8;9
8601;9;8;8;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9
8602;10;10;10;9;9;9;10;10;10;10;10;10;10;10;9;9;10;10;10
8603;9;9;9;8;9;10;10;10;10;10;9;9;10;10;10;10;10;10;10
8604;8;8;7;8;7;8;8;7;8;8;8;7;8;7;7;8;8;8;9
8605;10;9;9;9;8;10;9;9;9;10;10;8;8;8;8;10;10;10;9
8606;9;9;9;9;8;8;8;9;10;10;9;9;9;9;8;8;8;8;8
8607;7;8;7;7;7;6;7;7;8;8;8;8;8;8;9;9;9;9;7
8608;9;8;8;9;6;8;8;6;8;8;8;8;8;8;8;8;8;8;8
8609;10;10;10;9;9;10;9;8;10;10;10;8;8;8;8;9;9;9;10
8610;7;7;7;8;7;7;8;9;9;7;7;7;8;8;8;9;8;7;8
8611;10;9;10;10;10;10;10;10;9;9;10;10;9;9;10;10;10;10;10
8612;9;10;8;9;8;10;10;9;9;10;9;10;8;9;8;7;8;8;8
8613;8;8;8;8;8;8;8;8;8;8;8;8;10;10;10;8;8;7;7
8614;9;9;8;9;10;10;9;9;9;9;10;8;10;9;9;8;8;9;8
8615;9;9;8;8;9;10;10;10;9;9;9;8;8;8;7;7;8;8;8
8616;8;8;8;9;9;8;9;10;9;10;10;8;7;7;7;9;9;9;8
8617;10;10;10;10;7;10;10;9;10;10;10;10;10;10;10;10;10;10;10
8618;10;9;9;9;10;10;9;8;9;9;9;9;8;7;8;9;8;9;9
8619;10;10;9;9;9;9;10;10;10;10;10;9;8;8;8;8;9;8;9
8620;8;8;8;9;8;9;9;8;8;8;8;8;9;8;9;9;9;9;8
8621;7;10;10;9;9;9;9;9;8;8;8;9;7;9;8;9;7;8;8
8622;7;8;8;8;7;8;8;7;8;8;8;8;8;8;7;7;8;8;8
8623;9;9;9;9;8;7;8;8;7;7;7;8;7;8;8;9;9;8;8
8624;9;8;10;10;9;10;9;10;9;8;8;9;10;9;9;9;8;9;10
8625;10;10;10;9;9;9;9;8;9;8;8;9;8;8;8;9;9;9;9
8626;10;9;9;9;4;8;8;9;8;8;8;9;9;8;8;9;9;9;10
8627;7;7;6;6;7;7;7;7;7;7;7;7;8;8;7;7;8;8;8
8628;8;8;7;8;6;7;8;7;7;8;8;6;7;6;7;7;8;7;8
8629;6;7;6;6;5;7;7;6;7;6;6;7;8;8;8;8;7;8;8
8630;7;8;6;10;4;7;8;7;8;7;8;7;6;7;8;8;7;8;10
8631;8;7;8;8;6;7;8;7;7;7;7;8;7;8;8;8;7;8;7
8632;7;7;7;7;6;8;8;8;7;7;7;8;9;8;8;8;8;8;7
8633;8;8;8;8;8;9;9;9;6;8;8;8;8;9;8;8;8;8;8
8634;6;6;8;6;8;7;8;6;7;8;8;8;8;9;9;8;8;8;8
8635;7;6;7;8;6;8;7;5;7;6;7;6;6;6;6;6;7;7;7
8636;9;8;8;8;8;7;8;9;8;9;9;5;7;8;7;8;8;8;7
8637;9;9;9;10;8;10;8;9;7;10;10;8;8;8;9;9;8;8;10
8638;8;7;8;8;8;7;8;8;8;6;7;8;8;8;9;8;8;8;8
8639;10;9;10;9;9;7;9;9;7;9;10;10;9;9;9;9;9;10;10
8640;4;6;5;7;4;5;4;5;5;5;4;7;7;7;7;6;6;7;4
8641;6;5;5;6;5;7;7;6;7;7;8;7;8;8;8;8;9;9;6
8642;6;7;7;7;8;8;7;6;7;8;8;5;6;6;6;6;7;8;6
8643;6;6;6;7;8;7;7;5;6;6;6;8;9;9;8;7;7;7;6
8644;9;9;8;9;8;9;9;8;8;8;9;7;7;8;8;7;8;8;9
8645;8;8;7;7;9;9;9;10;10;9;9;8;8;8;7;7;8;8;7
8646;10;10;10;10;9;10;9;9;9;9;9;10;9;10;10;10;9;9;10
8647;8;9;10;9;9;9;10;10;9;8;9;9;8;8;8;8;9;9;9
8648;8;9;9;9;9;8;8;9;10;10;10;8;9;9;8;8;8;8;8
8649;10;9;9;10;10;10;9;9;9;10;10;9;9;9;10;10;10;10;10
8650;10;10;10;10;10;9;10;10;9;10;10;9;9;10;10;10;10;10;10
8651;10;10;10;10;10;10;9;9;10;10;10;10;10;10;10;10;9;9;10
8652;10;9;9;10;10;10;10;10;10;10;10;9;9;9;10;10;9;10;10
8653;10;9;9;9;9;9;10;9;9;9;9;8;9;9;9;9;9;9;9
8654;10;10;9;10;10;8;9;9;9;9;9;9;9;10;9;10;10;10;10
8655;10;8;8;10;9;9;9;10;10;10;10;10;9;10;8;10;10;10;10
8656;9;8;8;9;9;9;10;10;9;8;9;8;9;9;9;9;9;9;9
8657;8;8;7;7;9;8;9;9;7;7;7;6;8;7;8;8;8;8;8
8658;9;9;8;7;7;8;8;8;9;9;8;8;9;9;10;10;10;10;9
8659;9;9;9;8;8;8;9;7;8;9;9;8;8;8;9;9;8;10;8
8660;10;9;10;10;10;9;8;9;9;10;10;9;9;10;10;8;9;9;10
8661;8;7;8;8;6;7;8;7;7;7;8;8;10;9;8;8;10;10;8
8662;8;9;9;8;8;9;8;8;8;8;8;8;9;9;9;8;8;9;8
8663;9;9;8;9;8;8;10;10;9;9;10;9;9;9;10;10;9;9;8
8664;10;9;9;10;10;8;8;8;9;10;10;10;9;9;9;9;8;10;10
8665;10;10;10;10;9;8;9;10;10;10;10;10;9;9;10;10;10;10;10
8666;10;10;10;10;10;9;10;8;10;10;10;9;10;10;10;10;10;10;10
8667;10;8;9;8;10;10;10;9;9;10;10;10;9;9;10;10;10;10;10
8668;10;9;9;9;10;10;10;10;10;9;10;8;9;9;9;10;10;10;10
8669;10;9;9;9;9;10;10;10;9;9;10;9;10;9;10;10;10;10;10
8670;10;9;9;10;9;10;10;10;10;10;10;10;10;10;10;9;10;9;10
8671;8;8;8;8;8;8;8;10;9;10;8;8;9;9;8;8;8;8;8
8672;9;10;9;9;10;10;10;9;9;9;10;9;9;9;10;10;9;9;10
8673;8;9;9;9;8;9;9;8;8;8;8;9;9;9;10;10;10;9;8
8674;8;8;8;8;7;8;9;9;9;10;10;9;9;9;9;9;9;8;8
8675;8;9;9;8;10;10;10;10;9;9;10;8;9;9;8;8;8;8;8
8676;8;9;9;8;8;9;8;8;8;9;9;8;9;8;9;8;8;9;8
8677;7;8;8;8;9;9;8;7;7;8;8;10;10;10;10;10;10;10;10
8678;9;8;8;9;9;10;9;9;9;9;9;10;9;9;10;10;10;10;10
8679;9;8;8;7;5;8;8;8;8;8;8;8;9;7;7;6;8;9;7
8680;9;9;9;9;10;10;9;10;10;10;10;8;8;9;10;10;10;10;9
8681;8;9;9;9;9;9;8;7;7;9;9;8;7;6;7;7;8;8;7
8718;7;7;8;8;1;8;8;9;9;8;8;9;9;9;9;9;9;9;7
8719;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
8720;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8721;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
8722;4;4;4;4;4;4;4;3;3;3;3;8;8;8;8;8;8;8;3
8723;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;7
8724;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9
8725;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
8726;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;7
8727;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;9
8728;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8729;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8730;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;5
8731;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
8732;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9
8733;10;10;10;10;10;10;10;10;10;10;10;8;8;8;8;8;8;8;8
8734;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8735;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;8
8736;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9
8737;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8738;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
8739;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9
8740;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9
8741;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8742;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;9;9;9
8743;10;10;10;10;1;10;10;10;10;10;10;9;9;10;10;10;10;10;10
8744;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
8745;8;8;9;9;1;9;6;6;7;7;7;9;9;9;9;9;9;9;9
8746;8;8;8;8;8;8;8;8;8;8;8;7;7;7;7;7;7;7;8
8747;9;10;10;10;1;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8748;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9
8749;8;8;8;8;8;8;8;2;2;8;8;7;7;7;4;7;7;4;3
8750;9;9;9;9;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8751;10;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8752;10;10;10;10;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8753;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8
8754;9;9;9;9;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8755;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;8
8756;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8757;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;5
8758;1;1;1;1;1;1;1;1;1;1;1;8;8;8;8;8;8;8;1
8759;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1
8760;1;1;1;1;1;1;1;1;1;1;1;6;6;6;6;6;6;6;1
8761;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8762;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8763;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8764;4;4;8;8;8;8;8;2;2;8;8;8;8;8;8;8;8;8;5
8765;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8766;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;9;9;10
8767;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8768;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8769;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;9
8770;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
8771;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
8772;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
8773;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8774;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8775;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
8776;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
8777;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8778;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;8
8779;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
8780;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9
8781;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;8
8782;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8783;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8784;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8785;10;10;10;10;10;10;10;8;8;8;8;10;10;10;10;10;10;10;8
8786;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8787;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;10
8788;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;5
8789;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
8790;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8791;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8792;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
8793;8;8;8;8;8;8;8;5;4;8;8;10;10;10;10;10;10;10;8
8794;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8795;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8796;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;9
8797;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8823;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8824;9;8;9;10;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8825;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8826;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10
8827;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8828;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;9
8829;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8830;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8831;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8832;9;6;8;8;6;8;6;8;8;8;8;6;6;6;6;6;6;6;6
8833;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8834;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8835;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8836;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
8837;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8838;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9
8839;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8840;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8841;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8842;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8843;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8844;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8845;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8846;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8847;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8848;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;9;9;9
8849;6;6;6;8;8;8;8;6;6;7;7;6;6;6;8;8;8;8;6
8850;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8851;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8852;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8853;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8854;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8855;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8856;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8857;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8858;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8859;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8860;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8861;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8862;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8863;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8864;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8865;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8866;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;9;9;9
8867;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8868;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;10
8869;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8870;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8871;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8872;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8873;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8874;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8875;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8876;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8877;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
8878;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8879;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8880;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8881;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;8
8882;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10
8883;8;8;8;8;8;8;8;8;8;8;8;10;10;10;10;10;10;10;10
8884;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8885;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8886;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8887;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8888;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8889;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8890;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8891;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8892;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8893;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8894;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8895;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;9;9;9
8896;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
8897;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9
8898;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10
8899;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
8900;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8901;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8902;7;7;7;7;7;7;7;7;7;7;7;7;8;9;8;9;9;9;8
8903;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1;10
8904;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8932;10;10;9;10;10;9;10;10;10;9;10;9;9;8;9;5;6;9;9
8933;10;9;10;9;10;9;10;9;10;10;10;9;8;9;9;9;8;9;9
8934;10;9;8;10;10;9;10;9;10;8;10;6;9;9;9;8;9;9;9
8935;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8936;8;9;9;8;9;9;9;8;9;9;9;9;8;9;9;8;9;9;9
8937;9;8;9;9;9;8;9;9;9;9;9;9;9;8;9;9;8;9;8
8938;9;8;9;9;8;9;9;9;8;9;9;9;8;9;9;9;9;8;9
8939;8;8;9;8;9;9;9;8;8;9;9;8;9;8;9;9;9;9;9
8940;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;9;9;9
8941;9;8;9;9;9;8;9;9;10;9;9;8;9;9;8;9;9;9;9
8942;9;8;9;9;9;8;9;9;8;9;9;9;8;9;9;8;9;9;9
8943;10;10;9;9;9;10;10;9;10;10;10;9;9;8;7;5;7;8;9
8944;8;9;8;6;9;9;8;9;8;9;9;9;9;8;8;9;8;9;9
8945;9;8;9;8;8;9;9;8;9;6;9;10;9;9;8;10;9;9;9
8946;10;10;10;10;9;10;10;9;10;10;10;8;8;8;7;7;8;8;9
8947;10;10;10;10;10;10;10;10;10;10;10;5;9;9;9;7;9;7;9
8948;10;10;10;10;10;10;10;10;10;10;10;9;10;9;9;9;9;9;9
8949;8;6;8;10;10;10;10;6;8;9;9;8;8;8;7;5;8;7;8
8950;8;7;8;7;7;6;5;7;4;8;8;9;7;7;7;8;7;8;7
8951;10;10;10;10;10;10;10;10;10;10;10;6;10;10;10;9;10;10;9
8952;9;10;9;10;10;9;10;10;10;9;10;9;9;10;9;9;9;10;10
8953;10;10;9;10;9;9;10;9;10;10;9;8;7;7;8;7;8;8;8
8954;10;10;10;10;9;10;9;10;10;10;10;10;10;10;10;9;10;10;9
8955;9;9;10;9;10;10;9;9;10;9;10;9;9;9;9;9;9;9;9
8956;9;10;9;9;9;10;9;9;9;10;9;9;9;9;9;9;8;9;8
8957;9;4;7;8;8;7;7;8;4;7;8;8;9;9;8;9;8;8;7
8958;9;8;8;8;9;8;8;9;8;9;8;8;9;8;9;8;9;8;8
8959;9;10;9;9;9;10;9;9;10;10;10;9;9;9;9;9;9;9;9
8960;8;8;7;8;7;7;8;7;8;8;8;8;7;7;7;8;7;8;8
8961;9;9;8;9;9;8;9;9;9;9;9;9;8;9;8;9;9;9;9
8962;8;9;9;8;9;8;9;9;9;8;9;9;8;8;9;6;8;9;9
8963;9;9;8;8;9;8;8;9;9;9;8;9;9;8;9;9;8;9;9
8964;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8965;7;8;8;8;7;8;8;7;8;8;7;7;8;8;7;7;8;8;8
8966;9;9;8;9;8;9;9;8;8;9;9;8;9;9;9;9;8;9;8
8967;8;8;8;8;4;7;7;9;9;9;9;8;8;8;8;5;6;8;8
8968;9;9;10;9;9;9;9;10;9;10;9;9;10;9;9;9;10;9;9
8969;10;9;10;10;9;8;10;10;9;10;10;10;9;9;10;9;10;10;8
8970;10;10;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8971;9;10;9;9;10;9;9;9;9;9;9;8;9;9;8;9;10;9;9
9008;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
9009;7;7;7;7;6;7;7;8;7;7;7;7;7;7;8;7;8;7;8
9010;9;9;9;9;9;9;9;9;9;9;9;8;8;8;9;7;7;9;9
9011;10;10;10;10;10;10;10;10;10;10;10;8;8;8;9;7;7;9;9
9012;9;9;9;9;9;9;9;10;9;9;9;8;8;7;9;7;7;9;9
9013;9;9;9;9;8;9;9;9;9;9;9;8;8;8;9;8;8;9;10
9014;9;9;9;9;9;9;9;9;9;9;9;8;8;8;9;8;8;9;9
9015;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
9016;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
9017;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
9018;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;9;9
9019;9;9;9;9;8;9;9;9;9;9;9;8;8;8;9;8;8;9;9
9020;9;9;9;9;8;9;9;10;9;9;9;8;8;7;9;7;7;9;9
9021;9;9;9;9;9;9;9;9;9;9;9;8;8;8;9;8;8;9;9
9022;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
9023;9;9;9;9;9;9;9;10;9;9;9;7;7;7;8;7;7;8;8
9024;9;9;9;9;8;8;9;8;9;9;9;8;8;8;9;8;7;9;8
9025;7;7;7;7;7;6;7;7;7;7;7;7;7;7;8;7;7;8;7
9026;9;9;9;9;9;9;9;10;9;9;9;8;8;8;9;8;8;9;9
9027;9;9;9;9;9;9;9;9;9;9;9;8;8;8;9;8;9;9;9
9028;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
9029;9;9;9;9;8;9;9;9;9;9;9;8;8;9;9;8;8;9;9
9030;9;9;9;9;8;9;8;9;9;9;9;8;8;8;9;8;8;9;8
9031;9;9;9;9;9;9;9;9;9;9;9;8;9;8;9;8;8;9;9
9032;8;8;8;8;8;8;8;8;8;8;8;7;8;7;8;7;8;8;8
9033;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
9034;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;7;8;8;8
9035;9;9;9;9;9;9;9;9;9;9;9;8;8;8;9;8;8;9;9
9036;9;9;9;9;8;9;9;9;9;9;9;8;8;8;9;8;8;9;8
9037;9;9;9;9;8;9;9;9;9;9;9;8;8;8;9;8;8;9;8
9038;9;9;9;9;9;9;9;9;9;9;9;8;8;8;9;8;8;9;8
9039;9;9;9;9;9;9;9;9;9;9;9;8;8;9;9;8;8;9;8
9040;9;9;9;9;9;9;9;9;9;9;9;8;8;8;9;8;8;9;9
9041;9;9;9;9;9;9;9;9;9;9;9;8;9;8;9;8;8;9;9
9042;9;9;9;8;9;9;9;10;9;9;9;8;8;8;9;8;8;9;9
9043;10;10;10;10;9;10;10;10;10;10;10;9;9;9;10;9;9;10;10
9044;9;9;9;9;8;9;9;10;9;9;9;8;8;8;9;8;8;9;9
9045;9;9;9;9;8;9;8;8;9;9;9;8;8;8;9;8;8;9;9
9046;9;9;9;8;8;8;9;10;9;9;9;8;8;8;9;8;7;9;9
9047;9;9;9;9;8;8;9;10;9;9;9;7;8;7;8;7;7;8;8
